from_concept,to_concept,weight
Computational Science and Engineering,Stock Market Forecasting Methods,1
Computational Science and Engineering,Term (time),1
Computational Science and Engineering,Time series,1
Computer science,Exploit,1
Computer science,Term (time),1
Computer security,Currency Recognition and Detection,1
Computer security,Exploit,1
Computer security,Market Dynamics and Volatility,2
Computer security,Representation (politics),1
Computer security,Series (stratigraphy),1
Computer security,Stock Market Forecasting Methods,3
Computer security,Term (time),1
Computer security,Time series,1
Convolutional neural network,Currency Recognition and Detection,1
Convolutional neural network,Exploit,1
Convolutional neural network,Market Dynamics and Volatility,2
Convolutional neural network,Paleontology,2
Convolutional neural network,Physics,3
Convolutional neural network,Politics,3
Convolutional neural network,Quantum mechanics,2
Convolutional neural network,Representation (politics),3
Convolutional neural network,Series (stratigraphy),2
Convolutional neural network,Stock Market Forecasting Methods,3
Convolutional neural network,Term (time),1
Convolutional neural network,Time series,2
Currency Recognition and Detection,Exploit,1
Currency Recognition and Detection,Market Dynamics and Volatility,1
Currency Recognition and Detection,Paleontology,1
Currency Recognition and Detection,Physics,1
Currency Recognition and Detection,Politics,1
Currency Recognition and Detection,Quantum mechanics,1
Currency Recognition and Detection,Representation (politics),1
Currency Recognition and Detection,Series (stratigraphy),1
Currency Recognition and Detection,Stock Market Forecasting Methods,1
Currency Recognition and Detection,Term (time),1
Currency Recognition and Detection,Time series,1
Deep learning,Exploit,1
Deep learning,Quantum mechanics,4
Deep learning,Series (stratigraphy),2
Deep learning,Term (time),1
Deep learning,Time series,2
Exploit,Law,1
Exploit,Machine learning,1
Exploit,Market Dynamics and Volatility,1
Exploit,Paleontology,1
Exploit,Physics,1
Exploit,Political science,1
Exploit,Politics,1
Exploit,Quantum mechanics,1
Exploit,Representation (politics),1
Exploit,Series (stratigraphy),1
Exploit,Stock Market Forecasting Methods,1
Exploit,Term (time),1
Exploit,Time series,1
Law,Market Dynamics and Volatility,1
Law,Series (stratigraphy),1
Law,Stock Market Forecasting Methods,1
Law,Term (time),1
Law,Time series,1
Machine learning,Term (time),1
Market Dynamics and Volatility,Physics,1
Market Dynamics and Volatility,Political science,1
Market Dynamics and Volatility,Politics,1
Market Dynamics and Volatility,Quantum mechanics,1
Market Dynamics and Volatility,Representation (politics),1
Market Dynamics and Volatility,Series (stratigraphy),1
Market Dynamics and Volatility,Term (time),1
Market Dynamics and Volatility,Time series,1
Paleontology,Politics,1
Paleontology,Representation (politics),1
Paleontology,Term (time),1
Physics,Politics,2
Physics,Representation (politics),1
Physics,Series (stratigraphy),1
Physics,Stock Market Forecasting Methods,1
Physics,Term (time),1
Physics,Time series,1
Political science,Series (stratigraphy),1
Political science,Stock Market Forecasting Methods,1
Political science,Term (time),1
Political science,Time series,1
Politics,Quantum mechanics,1
Politics,Series (stratigraphy),1
Politics,Stock Market Forecasting Methods,1
Politics,Term (time),1
Politics,Time series,1
Quantum mechanics,Representation (politics),1
Quantum mechanics,Series (stratigraphy),1
Quantum mechanics,Stock Market Forecasting Methods,1
Quantum mechanics,Term (time),1
Quantum mechanics,Time series,1
Representation (politics),Series (stratigraphy),1
Representation (politics),Stock Market Forecasting Methods,1
Representation (politics),Term (time),1
Representation (politics),Time series,1
Series (stratigraphy),Stock Market Forecasting Methods,2
Series (stratigraphy),Term (time),1
Stock Market Forecasting Methods,Term (time),1
Stock Market Forecasting Methods,Time series,2
Term (time),Time series,1
Artificial Intelligence in Healthcare and Education,Creativity,1
Artificial Intelligence in Healthcare and Education,Standardized test,1
Artificial intelligence,Creativity,1
Artificial intelligence,Critical thinking,1
Artificial intelligence,Standardized test,1
Biology,Creativity,1
Biology,Generative model,1
Biology,Standardized test,1
Computer science,Creativity,1
Computer science,Standardized test,1
Creativity,Critical thinking,1
Creativity,Ecology,1
Creativity,Epistemology,1
Creativity,Explainable Artificial Intelligence (XAI),1
Creativity,Generative grammar,1
Creativity,Generative model,1
Creativity,Mathematics education,1
Creativity,Online Learning and Analytics,1
Creativity,Operating system,1
Creativity,Pedagogy,1
Creativity,Philosophy,1
Creativity,Process (computing),1
Creativity,Psychology,1
Creativity,Quality (philosophy),1
Creativity,Social psychology,1
Creativity,Standardized test,1
Creativity,Sustainability,1
Critical thinking,Ecology,1
Critical thinking,Epistemology,1
Critical thinking,Explainable Artificial Intelligence (XAI),1
Critical thinking,Generative grammar,1
Critical thinking,Generative model,1
Critical thinking,Operating system,1
Critical thinking,Pedagogy,1
Critical thinking,Philosophy,1
Critical thinking,Process (computing),1
Critical thinking,Quality (philosophy),1
Critical thinking,Social psychology,1
Critical thinking,Standardized test,1
Critical thinking,Sustainability,1
Ecology,Epistemology,1
Ecology,Generative grammar,1
Ecology,Generative model,1
Ecology,Mathematics education,1
Ecology,Pedagogy,1
Ecology,Quality (philosophy),1
Ecology,Standardized test,1
Epistemology,Process (computing),1
Epistemology,Standardized test,1
Epistemology,Sustainability,1
Explainable Artificial Intelligence (XAI),Mathematics education,1
Explainable Artificial Intelligence (XAI),Online Learning and Analytics,2
Explainable Artificial Intelligence (XAI),Standardized test,1
Explainable Artificial Intelligence (XAI),Sustainability,1
Generative grammar,Mathematics education,1
Generative grammar,Standardized test,1
Generative grammar,Sustainability,1
Generative model,Mathematics education,1
Generative model,Online Learning and Analytics,1
Generative model,Pedagogy,1
Generative model,Standardized test,1
Generative model,Sustainability,1
Mathematics education,Quality (philosophy),1
Mathematics education,Social psychology,1
Mathematics education,Standardized test,1
Mathematics education,Sustainability,1
Online Learning and Analytics,Standardized test,1
Online Learning and Analytics,Sustainability,1
Operating system,Pedagogy,1
Operating system,Quality (philosophy),1
Operating system,Standardized test,1
Operating system,Sustainability,1
Pedagogy,Process (computing),1
Pedagogy,Social psychology,1
Pedagogy,Standardized test,1
Pedagogy,Sustainability,1
Philosophy,Process (computing),1
Philosophy,Standardized test,1
Philosophy,Sustainability,1
Process (computing),Quality (philosophy),1
Process (computing),Standardized test,1
Process (computing),Sustainability,1
Psychology,Standardized test,1
Psychology,Sustainability,1
Quality (philosophy),Standardized test,1
Quality (philosophy),Sustainability,1
Social psychology,Standardized test,1
Social psychology,Sustainability,1
Standardized test,Sustainability,1
Architecture,Benchmark (surveying),1
Architecture,Convolutional neural network,1
Architecture,Electrical engineering,1
Architecture,Geodesy,1
Architecture,Geography,1
Architecture,Irony,1
Architecture,Linguistics,1
Architecture,Literal and figurative language,1
Architecture,Margin (machine learning),1
Architecture,Metaphor,1
Architecture,Natural Language Processing Techniques,1
Architecture,Natural language processing,1
Architecture,Philosophy,1
Architecture,Preprocessor,1
Architecture,Sarcasm,1
Architecture,Sentiment Analysis and Opinion Mining,1
Architecture,Sentiment analysis,1
Architecture,Topic Modeling,1
Architecture,Transformer,1
Architecture,Voltage,1
Art,Benchmark (surveying),1
Art,Convolutional neural network,1
Art,Electrical engineering,1
Art,Geodesy,1
Art,Geography,1
Art,Irony,1
Art,Literal and figurative language,1
Art,Margin (machine learning),1
Art,Natural Language Processing Techniques,1
Art,Natural language processing,1
Art,Preprocessor,1
Art,Sarcasm,1
Art,Sentiment Analysis and Opinion Mining,1
Art,Sentiment analysis,1
Art,Topic Modeling,1
Art,Transformer,1
Art,Voltage,1
Artificial intelligence,Irony,1
Artificial intelligence,Literal and figurative language,1
Artificial intelligence,Margin (machine learning),1
Artificial intelligence,Sarcasm,1
Artificial intelligence,Sentiment Analysis and Opinion Mining,3
Artificial intelligence,Sentiment analysis,3
Artificial neural network,Benchmark (surveying),4
Artificial neural network,Geodesy,4
Artificial neural network,Irony,1
Artificial neural network,Literal and figurative language,1
Artificial neural network,Margin (machine learning),1
Artificial neural network,Metaphor,1
Artificial neural network,Natural Language Processing Techniques,1
Artificial neural network,Natural language processing,2
Artificial neural network,Sarcasm,1
Artificial neural network,Sentiment Analysis and Opinion Mining,2
Artificial neural network,Sentiment analysis,2
Artificial neural network,Topic Modeling,2
Benchmark (surveying),Electrical engineering,1
Benchmark (surveying),Engineering,1
Benchmark (surveying),Irony,1
Benchmark (surveying),Literal and figurative language,1
Benchmark (surveying),Margin (machine learning),1
Benchmark (surveying),Metaphor,1
Benchmark (surveying),Natural Language Processing Techniques,1
Benchmark (surveying),Natural language processing,1
Benchmark (surveying),Preprocessor,1
Benchmark (surveying),Sarcasm,1
Benchmark (surveying),Sentiment Analysis and Opinion Mining,1
Benchmark (surveying),Sentiment analysis,1
Benchmark (surveying),Topic Modeling,1
Benchmark (surveying),Transformer,1
Benchmark (surveying),Visual arts,1
Benchmark (surveying),Voltage,1
Computer science,Irony,1
Computer science,Literal and figurative language,1
Computer science,Margin (machine learning),1
Computer science,Sarcasm,1
Computer science,Sentiment analysis,3
Convolutional neural network,Irony,1
Convolutional neural network,Literal and figurative language,1
Convolutional neural network,Margin (machine learning),1
Convolutional neural network,Metaphor,1
Convolutional neural network,Natural Language Processing Techniques,1
Convolutional neural network,Natural language processing,1
Convolutional neural network,Preprocessor,1
Convolutional neural network,Sarcasm,1
Convolutional neural network,Sentiment Analysis and Opinion Mining,1
Convolutional neural network,Sentiment analysis,1
Convolutional neural network,Topic Modeling,1
Convolutional neural network,Transformer,1
Convolutional neural network,Visual arts,1
Electrical engineering,Geodesy,1
Electrical engineering,Irony,1
Electrical engineering,Literal and figurative language,1
Electrical engineering,Margin (machine learning),1
Electrical engineering,Metaphor,1
Electrical engineering,Natural Language Processing Techniques,1
Electrical engineering,Natural language processing,1
Electrical engineering,Preprocessor,1
Electrical engineering,Sarcasm,1
Electrical engineering,Sentiment Analysis and Opinion Mining,1
Electrical engineering,Sentiment analysis,1
Electrical engineering,Topic Modeling,1
Electrical engineering,Visual arts,1
Engineering,Geodesy,1
Engineering,Irony,1
Engineering,Literal and figurative language,1
Engineering,Margin (machine learning),1
Engineering,Metaphor,1
Engineering,Natural Language Processing Techniques,1
Engineering,Natural language processing,1
Engineering,Sarcasm,1
Engineering,Sentiment Analysis and Opinion Mining,1
Engineering,Sentiment analysis,1
Geodesy,Irony,1
Geodesy,Literal and figurative language,1
Geodesy,Margin (machine learning),1
Geodesy,Metaphor,1
Geodesy,Natural Language Processing Techniques,1
Geodesy,Natural language processing,1
Geodesy,Preprocessor,1
Geodesy,Sarcasm,1
Geodesy,Sentiment Analysis and Opinion Mining,1
Geodesy,Sentiment analysis,1
Geodesy,Topic Modeling,1
Geodesy,Transformer,1
Geodesy,Visual arts,1
Geodesy,Voltage,1
Geography,Irony,1
Geography,Literal and figurative language,1
Geography,Margin (machine learning),1
Geography,Metaphor,1
Geography,Natural Language Processing Techniques,1
Geography,Natural language processing,1
Geography,Preprocessor,1
Geography,Sarcasm,1
Geography,Sentiment Analysis and Opinion Mining,1
Geography,Sentiment analysis,1
Geography,Topic Modeling,1
Geography,Transformer,1
Geography,Visual arts,1
Geography,Voltage,1
Irony,Linguistics,1
Irony,Literal and figurative language,1
Irony,Machine learning,1
Irony,Margin (machine learning),1
Irony,Metaphor,1
Irony,Natural Language Processing Techniques,1
Irony,Natural language processing,1
Irony,Philosophy,1
Irony,Preprocessor,1
Irony,Sarcasm,1
Irony,Sentiment Analysis and Opinion Mining,1
Irony,Sentiment analysis,1
Irony,Topic Modeling,1
Irony,Transformer,1
Irony,Visual arts,1
Irony,Voltage,1
Linguistics,Literal and figurative language,1
Linguistics,Margin (machine learning),1
Linguistics,Natural Language Processing Techniques,1
Linguistics,Preprocessor,1
Linguistics,Sarcasm,1
Linguistics,Sentiment Analysis and Opinion Mining,1
Linguistics,Sentiment analysis,1
Linguistics,Topic Modeling,1
Linguistics,Transformer,1
Linguistics,Visual arts,1
Linguistics,Voltage,1
Literal and figurative language,Machine learning,1
Literal and figurative language,Margin (machine learning),1
Literal and figurative language,Metaphor,1
Literal and figurative language,Natural Language Processing Techniques,1
Literal and figurative language,Natural language processing,1
Literal and figurative language,Philosophy,1
Literal and figurative language,Preprocessor,1
Literal and figurative language,Sarcasm,1
Literal and figurative language,Sentiment Analysis and Opinion Mining,1
Literal and figurative language,Sentiment analysis,1
Literal and figurative language,Topic Modeling,1
Literal and figurative language,Transformer,1
Literal and figurative language,Visual arts,1
Literal and figurative language,Voltage,1
Machine learning,Margin (machine learning),1
Machine learning,Metaphor,1
Machine learning,Sarcasm,1
Machine learning,Sentiment Analysis and Opinion Mining,3
Machine learning,Sentiment analysis,3
Margin (machine learning),Metaphor,1
Margin (machine learning),Natural Language Processing Techniques,1
Margin (machine learning),Natural language processing,1
Margin (machine learning),Philosophy,1
Margin (machine learning),Preprocessor,1
Margin (machine learning),Sarcasm,1
Margin (machine learning),Sentiment Analysis and Opinion Mining,1
Margin (machine learning),Sentiment analysis,1
Margin (machine learning),Topic Modeling,1
Margin (machine learning),Transformer,1
Margin (machine learning),Visual arts,1
Margin (machine learning),Voltage,1
Metaphor,Natural Language Processing Techniques,1
Metaphor,Natural language processing,1
Metaphor,Preprocessor,1
Metaphor,Sarcasm,1
Metaphor,Sentiment Analysis and Opinion Mining,1
Metaphor,Sentiment analysis,1
Metaphor,Topic Modeling,1
Metaphor,Transformer,1
Metaphor,Visual arts,1
Metaphor,Voltage,1
Natural Language Processing Techniques,Philosophy,1
Natural Language Processing Techniques,Preprocessor,1
Natural Language Processing Techniques,Sarcasm,1
Natural Language Processing Techniques,Sentiment Analysis and Opinion Mining,1
Natural Language Processing Techniques,Sentiment analysis,1
Natural Language Processing Techniques,Transformer,1
Natural Language Processing Techniques,Visual arts,1
Natural Language Processing Techniques,Voltage,1
Natural language processing,Preprocessor,1
Natural language processing,Sarcasm,1
Natural language processing,Sentiment analysis,3
Natural language processing,Transformer,1
Natural language processing,Visual arts,1
Natural language processing,Voltage,1
Philosophy,Sarcasm,1
Philosophy,Sentiment Analysis and Opinion Mining,1
Philosophy,Sentiment analysis,1
Philosophy,Transformer,1
Philosophy,Voltage,1
Preprocessor,Sarcasm,1
Preprocessor,Sentiment Analysis and Opinion Mining,1
Preprocessor,Sentiment analysis,1
Preprocessor,Topic Modeling,1
Preprocessor,Transformer,1
Preprocessor,Visual arts,1
Preprocessor,Voltage,1
Sarcasm,Sentiment Analysis and Opinion Mining,1
Sarcasm,Sentiment analysis,1
Sarcasm,Topic Modeling,1
Sarcasm,Transformer,1
Sarcasm,Visual arts,1
Sarcasm,Voltage,1
Sentiment Analysis and Opinion Mining,Sentiment analysis,3
Sentiment Analysis and Opinion Mining,Transformer,1
Sentiment Analysis and Opinion Mining,Visual arts,1
Sentiment Analysis and Opinion Mining,Voltage,1
Sentiment analysis,Topic Modeling,1
Sentiment analysis,Transformer,1
Sentiment analysis,Visual arts,1
Sentiment analysis,Voltage,1
Topic Modeling,Transformer,1
Topic Modeling,Visual arts,1
Topic Modeling,Voltage,1
Transformer,Visual arts,1
Visual arts,Voltage,1
Automation,Biology,1
Automation,Context (archaeology),1
Automation,Demographic economics,1
Automation,Digital Economy and Work Transformation,1
Automation,Economic growth,1
Automation,Innovation Policy and R&D,1
Automation,Labor market dynamics and wage inequality,1
Automation,Labour economics,1
Automation,Paleontology,1
Automation,Productivity,1
Automation,Value (mathematics),1
Biology,Demographic economics,1
Biology,Digital Economy and Work Transformation,1
Biology,Innovation Policy and R&D,1
Biology,Labor market dynamics and wage inequality,1
Biology,Labour economics,1
Biology,Productivity,1
Computer science,Demographic economics,1
Computer science,Innovation Policy and R&D,1
Computer science,Labor market dynamics and wage inequality,1
Computer science,Labour economics,1
Computer science,Productivity,1
Context (archaeology),Demographic economics,1
Context (archaeology),Digital Economy and Work Transformation,1
Context (archaeology),Economic growth,1
Context (archaeology),Innovation Policy and R&D,1
Context (archaeology),Labor market dynamics and wage inequality,1
Context (archaeology),Labour economics,1
Context (archaeology),Mechanical engineering,1
Context (archaeology),Productivity,1
Context (archaeology),Value (mathematics),1
Demographic economics,Digital Economy and Work Transformation,1
Demographic economics,Economic growth,1
Demographic economics,Economics,1
Demographic economics,Engineering,1
Demographic economics,Innovation Policy and R&D,1
Demographic economics,Labor market dynamics and wage inequality,1
Demographic economics,Labour economics,1
Demographic economics,Machine learning,1
Demographic economics,Mechanical engineering,1
Demographic economics,Paleontology,1
Demographic economics,Productivity,1
Demographic economics,Value (mathematics),1
Digital Economy and Work Transformation,Innovation Policy and R&D,1
Digital Economy and Work Transformation,Labor market dynamics and wage inequality,1
Digital Economy and Work Transformation,Labour economics,1
Digital Economy and Work Transformation,Mechanical engineering,1
Digital Economy and Work Transformation,Paleontology,1
Digital Economy and Work Transformation,Productivity,1
Economic growth,Innovation Policy and R&D,1
Economic growth,Labor market dynamics and wage inequality,1
Economic growth,Labour economics,1
Economic growth,Paleontology,2
Economic growth,Productivity,1
Economics,Innovation Policy and R&D,1
Economics,Labor market dynamics and wage inequality,1
Economics,Labour economics,1
Economics,Productivity,1
Engineering,Innovation Policy and R&D,1
Engineering,Labor market dynamics and wage inequality,1
Engineering,Labour economics,1
Engineering,Productivity,1
Innovation Policy and R&D,Labor market dynamics and wage inequality,1
Innovation Policy and R&D,Labour economics,1
Innovation Policy and R&D,Machine learning,1
Innovation Policy and R&D,Mechanical engineering,1
Innovation Policy and R&D,Paleontology,1
Innovation Policy and R&D,Productivity,1
Innovation Policy and R&D,Value (mathematics),1
Labor market dynamics and wage inequality,Labour economics,1
Labor market dynamics and wage inequality,Machine learning,1
Labor market dynamics and wage inequality,Mechanical engineering,1
Labor market dynamics and wage inequality,Paleontology,1
Labor market dynamics and wage inequality,Productivity,1
Labor market dynamics and wage inequality,Value (mathematics),1
Labour economics,Machine learning,1
Labour economics,Mechanical engineering,1
Labour economics,Paleontology,1
Labour economics,Productivity,1
Labour economics,Value (mathematics),1
Machine learning,Productivity,1
Mechanical engineering,Productivity,1
Mechanical engineering,Value (mathematics),1
Paleontology,Productivity,1
Paleontology,Value (mathematics),1
Productivity,Value (mathematics),1
Accounting,Classifier (UML),1
Accounting,Clickstream,1
Accounting,Consumer Market Behavior and Pricing,1
Accounting,Data Stream Mining Techniques,1
Accounting,Empirical research,1
Accounting,Epistemology,1
Accounting,Image and Video Quality Assessment,1
Accounting,Online advertising,1
Accounting,Philosophy,1
Accounting,Revenue,1
Accounting,The Internet,1
Accounting,Web API,1
Accounting,Web modeling,1
Accounting,World Wide Web,1
Artificial intelligence,Clickstream,1
Artificial intelligence,Consumer Market Behavior and Pricing,1
Artificial intelligence,Image and Video Quality Assessment,1
Artificial intelligence,Revenue,1
Artificial intelligence,Web API,1
Artificial intelligence,Web modeling,1
Business,Classifier (UML),1
Business,Clickstream,1
Business,Consumer Market Behavior and Pricing,1
Business,Data Stream Mining Techniques,1
Business,Image and Video Quality Assessment,1
Business,Revenue,1
Business,Web API,1
Business,Web modeling,1
Classifier (UML),Clickstream,1
Classifier (UML),Consumer Market Behavior and Pricing,1
Classifier (UML),Data Stream Mining Techniques,1
Classifier (UML),Data mining,1
Classifier (UML),Empirical research,1
Classifier (UML),Image and Video Quality Assessment,1
Classifier (UML),Online advertising,1
Classifier (UML),Revenue,1
Classifier (UML),The Internet,1
Classifier (UML),Web API,1
Classifier (UML),Web modeling,1
Classifier (UML),World Wide Web,1
Clickstream,Computer science,1
Clickstream,Consumer Market Behavior and Pricing,1
Clickstream,Data Stream Mining Techniques,1
Clickstream,Data mining,1
Clickstream,Empirical research,1
Clickstream,Epistemology,1
Clickstream,Image and Video Quality Assessment,1
Clickstream,Machine learning,1
Clickstream,Online advertising,1
Clickstream,Philosophy,1
Clickstream,Revenue,1
Clickstream,The Internet,1
Clickstream,Web API,1
Clickstream,Web modeling,1
Clickstream,World Wide Web,1
Computer science,Consumer Market Behavior and Pricing,1
Computer science,Image and Video Quality Assessment,1
Computer science,Revenue,1
Computer science,Web API,1
Computer science,Web modeling,1
Consumer Market Behavior and Pricing,Data Stream Mining Techniques,1
Consumer Market Behavior and Pricing,Data mining,1
Consumer Market Behavior and Pricing,Empirical research,1
Consumer Market Behavior and Pricing,Epistemology,1
Consumer Market Behavior and Pricing,Image and Video Quality Assessment,1
Consumer Market Behavior and Pricing,Machine learning,1
Consumer Market Behavior and Pricing,Online advertising,1
Consumer Market Behavior and Pricing,Philosophy,1
Consumer Market Behavior and Pricing,Revenue,1
Consumer Market Behavior and Pricing,The Internet,1
Consumer Market Behavior and Pricing,Web API,1
Consumer Market Behavior and Pricing,Web modeling,1
Consumer Market Behavior and Pricing,World Wide Web,1
Data Stream Mining Techniques,Data mining,1
Data Stream Mining Techniques,Empirical research,1
Data Stream Mining Techniques,Epistemology,1
Data Stream Mining Techniques,Image and Video Quality Assessment,1
Data Stream Mining Techniques,Online advertising,1
Data Stream Mining Techniques,Revenue,1
Data Stream Mining Techniques,The Internet,1
Data Stream Mining Techniques,Web API,1
Data Stream Mining Techniques,Web modeling,1
Data Stream Mining Techniques,World Wide Web,1
Data mining,Empirical research,1
Data mining,Image and Video Quality Assessment,1
Data mining,Revenue,1
Data mining,Web API,1
Data mining,Web modeling,1
Empirical research,Image and Video Quality Assessment,1
Empirical research,Online advertising,1
Empirical research,Revenue,1
Empirical research,The Internet,1
Empirical research,Web API,1
Empirical research,Web modeling,1
Empirical research,World Wide Web,1
Epistemology,Image and Video Quality Assessment,1
Epistemology,Online advertising,1
Epistemology,Revenue,1
Epistemology,The Internet,1
Epistemology,Web API,1
Epistemology,Web modeling,1
Epistemology,World Wide Web,1
Image and Video Quality Assessment,Machine learning,1
Image and Video Quality Assessment,Online advertising,1
Image and Video Quality Assessment,Philosophy,1
Image and Video Quality Assessment,Revenue,1
Image and Video Quality Assessment,The Internet,1
Image and Video Quality Assessment,Web API,1
Image and Video Quality Assessment,Web modeling,1
Image and Video Quality Assessment,World Wide Web,1
Machine learning,Online advertising,1
Machine learning,Revenue,1
Machine learning,Web API,1
Machine learning,Web modeling,1
Online advertising,Philosophy,1
Online advertising,Revenue,1
Online advertising,Web API,1
Online advertising,Web modeling,1
Philosophy,Revenue,1
Philosophy,The Internet,2
Philosophy,Web API,1
Philosophy,Web modeling,1
Philosophy,World Wide Web,2
Revenue,The Internet,1
Revenue,Web API,1
Revenue,Web modeling,1
Revenue,World Wide Web,1
The Internet,Web API,1
The Internet,Web modeling,1
Web API,Web modeling,1
Web API,World Wide Web,1
Web modeling,World Wide Web,1
Algorithm,Belt Conveyor Systems Engineering,1
Algorithm,Computer vision,1
Algorithm,Coordinate system,1
Algorithm,Machine vision,1
Algorithm,Object (grammar),1
Algorithm,Pedagogy,1
Algorithm,Pixel,1
Algorithm,Projection (relational algebra),1
Algorithm,Psychology,1
Algorithm,Robot,1
Algorithm,Robotics and Sensor-Based Localization,1
Algorithm,Smart camera,1
Algorithm,Tracking (education),1
Artificial intelligence,Belt Conveyor Systems Engineering,1
Artificial intelligence,Coordinate system,1
Artificial intelligence,Machine vision,2
Artificial intelligence,Object (grammar),1
Artificial intelligence,Pixel,2
Artificial intelligence,Projection (relational algebra),1
Artificial intelligence,Robotics and Sensor-Based Localization,1
Artificial intelligence,Smart camera,1
Artificial intelligence,Tracking (education),1
Belt Conveyor Systems Engineering,Computer science,1
Belt Conveyor Systems Engineering,Computer vision,1
Belt Conveyor Systems Engineering,Coordinate system,1
Belt Conveyor Systems Engineering,Industrial Vision Systems and Defect Detection,1
Belt Conveyor Systems Engineering,Machine vision,1
Belt Conveyor Systems Engineering,Object (grammar),1
Belt Conveyor Systems Engineering,Pedagogy,1
Belt Conveyor Systems Engineering,Pixel,1
Belt Conveyor Systems Engineering,Projection (relational algebra),1
Belt Conveyor Systems Engineering,Psychology,1
Belt Conveyor Systems Engineering,Robot,1
Belt Conveyor Systems Engineering,Robotics and Sensor-Based Localization,1
Belt Conveyor Systems Engineering,Smart camera,1
Belt Conveyor Systems Engineering,Tracking (education),1
Computer science,Coordinate system,1
Computer science,Machine vision,2
Computer science,Object (grammar),1
Computer science,Pixel,2
Computer science,Projection (relational algebra),1
Computer science,Robotics and Sensor-Based Localization,1
Computer science,Smart camera,1
Computer science,Tracking (education),1
Computer vision,Coordinate system,1
Computer vision,Machine vision,1
Computer vision,Object (grammar),1
Computer vision,Pedagogy,1
Computer vision,Pixel,1
Computer vision,Projection (relational algebra),1
Computer vision,Psychology,1
Computer vision,Robotics and Sensor-Based Localization,1
Computer vision,Smart camera,1
Computer vision,Tracking (education),1
Coordinate system,Industrial Vision Systems and Defect Detection,1
Coordinate system,Machine vision,1
Coordinate system,Object (grammar),1
Coordinate system,Pedagogy,1
Coordinate system,Pixel,1
Coordinate system,Projection (relational algebra),1
Coordinate system,Psychology,1
Coordinate system,Robot,1
Coordinate system,Robotics and Sensor-Based Localization,1
Coordinate system,Smart camera,1
Coordinate system,Tracking (education),1
Industrial Vision Systems and Defect Detection,Machine vision,2
Industrial Vision Systems and Defect Detection,Object (grammar),1
Industrial Vision Systems and Defect Detection,Pedagogy,1
Industrial Vision Systems and Defect Detection,Pixel,2
Industrial Vision Systems and Defect Detection,Projection (relational algebra),1
Industrial Vision Systems and Defect Detection,Robot,1
Industrial Vision Systems and Defect Detection,Robotics and Sensor-Based Localization,1
Industrial Vision Systems and Defect Detection,Smart camera,1
Industrial Vision Systems and Defect Detection,Tracking (education),1
Machine vision,Object (grammar),1
Machine vision,Pedagogy,1
Machine vision,Pixel,2
Machine vision,Projection (relational algebra),1
Machine vision,Psychology,1
Machine vision,Robot,1
Machine vision,Robotics and Sensor-Based Localization,1
Machine vision,Smart camera,1
Machine vision,Tracking (education),1
Object (grammar),Pedagogy,1
Object (grammar),Pixel,1
Object (grammar),Projection (relational algebra),1
Object (grammar),Psychology,1
Object (grammar),Robot,1
Object (grammar),Robotics and Sensor-Based Localization,1
Object (grammar),Smart camera,1
Object (grammar),Tracking (education),1
Pedagogy,Pixel,1
Pedagogy,Projection (relational algebra),1
Pedagogy,Robot,1
Pedagogy,Robotics and Sensor-Based Localization,1
Pedagogy,Smart camera,1
Pedagogy,Tracking (education),1
Pixel,Projection (relational algebra),1
Pixel,Psychology,1
Pixel,Robot,1
Pixel,Robotics and Sensor-Based Localization,1
Pixel,Smart camera,1
Pixel,Tracking (education),1
Projection (relational algebra),Psychology,1
Projection (relational algebra),Robot,1
Projection (relational algebra),Robotics and Sensor-Based Localization,1
Projection (relational algebra),Smart camera,1
Projection (relational algebra),Tracking (education),1
Psychology,Robot,2
Psychology,Robotics and Sensor-Based Localization,1
Psychology,Smart camera,1
Psychology,Tracking (education),1
Robot,Robotics and Sensor-Based Localization,1
Robot,Smart camera,1
Robot,Tracking (education),1
Robotics and Sensor-Based Localization,Smart camera,1
Robotics and Sensor-Based Localization,Tracking (education),1
Smart camera,Tracking (education),1
Advanced Graph Neural Networks,Benchmark (surveying),2
Advanced Graph Neural Networks,Bioinformatics and Genomic Networks,1
Advanced Graph Neural Networks,Complex network,1
Advanced Graph Neural Networks,Economics,1
Advanced Graph Neural Networks,Geodesy,2
Advanced Graph Neural Networks,Geography,2
Advanced Graph Neural Networks,Management,1
Advanced Graph Neural Networks,Network science,1
Advanced Graph Neural Networks,Task (project management),1
Artificial intelligence,Bioinformatics and Genomic Networks,1
Artificial intelligence,Complex network,1
Artificial intelligence,Network science,1
Benchmark (surveying),Bioinformatics and Genomic Networks,1
Benchmark (surveying),Complex Network Analysis Techniques,1
Benchmark (surveying),Complex network,1
Benchmark (surveying),Economics,2
Benchmark (surveying),Graph,2
Benchmark (surveying),Management,1
Benchmark (surveying),Network science,1
Benchmark (surveying),Task (project management),1
Benchmark (surveying),Theoretical computer science,2
Benchmark (surveying),World Wide Web,1
Bioinformatics and Genomic Networks,Complex Network Analysis Techniques,1
Bioinformatics and Genomic Networks,Complex network,1
Bioinformatics and Genomic Networks,Computer science,1
Bioinformatics and Genomic Networks,Data science,1
Bioinformatics and Genomic Networks,Deep learning,1
Bioinformatics and Genomic Networks,Economics,1
Bioinformatics and Genomic Networks,Field (mathematics),1
Bioinformatics and Genomic Networks,Geodesy,1
